ITEM_CODE,Sales Year,W#,Week Number,EMP_ID,Quantity,Price,Total$,Sales Period,Sales Quarter,Week Start Date,Week End Date,PayGrade,Region,Manufacturer,Firstname,Lastname,ESP Code,ESP Quantity,ESP Price,ESP Totals
PROD_001,2019,W37,38,EMP290,15,12449,186735,10,2019Q3,2019-09-15,2019-09-21,C12,SW,John Deere,Maude,Allen,ESP_008,0,843,0
PROD_002,2019,W37,38,EMP290,9,14786,133074,10,2019Q3,2019-09-15,2019-09-21,C12,SW,Cat,Maude,Allen,ESP_008,0,843,0
PROD_003,2019,W37,38,EMP290,8,14999,119992,10,2019Q3,2019-09-15,2019-09-21,C12,SW,John Deere,Maude,Allen,ESP_008,0,843,0
PROD_004,2019,W37,38,EMP290,10,11385,113850,10,2019Q3,2019-09-15,2019-09-21,C12,SW,Bobcat,Maude,Allen,ESP_008,0,843,0
PROD_005,2019,W37,38,EMP290,6,13995,83970,10,2019Q3,2019-09-15,2019-09-21,C12,SW,Bobcat,Maude,Allen,ESP_008,0,843,0
PROD_006,2019,W37,38,EMP290,10,4575,45750,10,2019Q3,2019-09-15,2019-09-21,C12,SW,Bobcat,Maude,Allen,ESP_008,0,843,0
PROD_007,2019,W37,38,EMP290,6,22987,137922,10,2019Q3,2019-09-15,2019-09-21,C12,SW,Bobcat,Maude,Allen,ESP_008,0,843,0
PROD_008,2019,W37,38,EMP290,14,11589,162246,10,2019Q3,2019-09-15,2019-09-21,C12,SW,John Deere,Maude,Allen,ESP_008,0,843,0
PROD_001,2019,W38,39,EMP234,38,12449,473062,10,2019Q3,2019-09-22,2019-09-28,C13,NW,John Deere,Jane,Bachmann,ESP_001,5,843,4215
PROD_002,2019,W38,39,EMP234,33,14786,487938,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Cat,Jane,Bachmann,ESP_001,5,843,4215
PROD_003,2019,W38,39,EMP234,24,14999,359976,10,2019Q3,2019-09-22,2019-09-28,C13,NW,John Deere,Jane,Bachmann,ESP_001,5,843,4215
PROD_004,2019,W38,39,EMP234,23,11385,261855,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_001,5,843,4215
PROD_005,2019,W38,39,EMP234,13,13995,181935,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_001,5,843,4215
PROD_006,2019,W38,39,EMP234,24,4575,109800,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_001,5,843,4215
PROD_007,2019,W38,39,EMP234,17,22987,390779,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_001,5,843,4215
PROD_008,2019,W38,39,EMP234,14,11589,162246,10,2019Q3,2019-09-22,2019-09-28,C13,NW,John Deere,Jane,Bachmann,ESP_001,5,843,4215
PROD_001,2019,W38,39,EMP234,38,12449,473062,10,2019Q3,2019-09-22,2019-09-28,C13,NW,John Deere,Jane,Bachmann,ESP_002,3,843,2529
PROD_002,2019,W38,39,EMP234,33,14786,487938,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Cat,Jane,Bachmann,ESP_002,3,843,2529
PROD_003,2019,W38,39,EMP234,24,14999,359976,10,2019Q3,2019-09-22,2019-09-28,C13,NW,John Deere,Jane,Bachmann,ESP_002,3,843,2529
PROD_004,2019,W38,39,EMP234,23,11385,261855,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_002,3,843,2529
PROD_005,2019,W38,39,EMP234,13,13995,181935,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_002,3,843,2529
PROD_006,2019,W38,39,EMP234,24,4575,109800,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_002,3,843,2529
PROD_007,2019,W38,39,EMP234,17,22987,390779,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_002,3,843,2529
PROD_008,2019,W38,39,EMP234,14,11589,162246,10,2019Q3,2019-09-22,2019-09-28,C13,NW,John Deere,Jane,Bachmann,ESP_002,3,843,2529
PROD_001,2019,W38,39,EMP234,38,12449,473062,10,2019Q3,2019-09-22,2019-09-28,C13,NW,John Deere,Jane,Bachmann,ESP_003,3,978,2934
PROD_002,2019,W38,39,EMP234,33,14786,487938,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Cat,Jane,Bachmann,ESP_003,3,978,2934
PROD_003,2019,W38,39,EMP234,24,14999,359976,10,2019Q3,2019-09-22,2019-09-28,C13,NW,John Deere,Jane,Bachmann,ESP_003,3,978,2934
PROD_004,2019,W38,39,EMP234,23,11385,261855,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_003,3,978,2934
PROD_005,2019,W38,39,EMP234,13,13995,181935,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_003,3,978,2934
PROD_006,2019,W38,39,EMP234,24,4575,109800,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_003,3,978,2934
PROD_007,2019,W38,39,EMP234,17,22987,390779,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_003,3,978,2934
PROD_008,2019,W38,39,EMP234,14,11589,162246,10,2019Q3,2019-09-22,2019-09-28,C13,NW,John Deere,Jane,Bachmann,ESP_003,3,978,2934
PROD_001,2019,W38,39,EMP234,38,12449,473062,10,2019Q3,2019-09-22,2019-09-28,C13,NW,John Deere,Jane,Bachmann,ESP_004,3,843,2529
PROD_002,2019,W38,39,EMP234,33,14786,487938,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Cat,Jane,Bachmann,ESP_004,3,843,2529
PROD_003,2019,W38,39,EMP234,24,14999,359976,10,2019Q3,2019-09-22,2019-09-28,C13,NW,John Deere,Jane,Bachmann,ESP_004,3,843,2529
PROD_004,2019,W38,39,EMP234,23,11385,261855,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_004,3,843,2529
PROD_005,2019,W38,39,EMP234,13,13995,181935,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_004,3,843,2529
PROD_006,2019,W38,39,EMP234,24,4575,109800,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_004,3,843,2529
PROD_007,2019,W38,39,EMP234,17,22987,390779,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_004,3,843,2529
PROD_008,2019,W38,39,EMP234,14,11589,162246,10,2019Q3,2019-09-22,2019-09-28,C13,NW,John Deere,Jane,Bachmann,ESP_004,3,843,2529
PROD_001,2019,W38,39,EMP234,38,12449,473062,10,2019Q3,2019-09-22,2019-09-28,C13,NW,John Deere,Jane,Bachmann,ESP_005,2,843,1686
PROD_002,2019,W38,39,EMP234,33,14786,487938,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Cat,Jane,Bachmann,ESP_005,2,843,1686
PROD_003,2019,W38,39,EMP234,24,14999,359976,10,2019Q3,2019-09-22,2019-09-28,C13,NW,John Deere,Jane,Bachmann,ESP_005,2,843,1686
PROD_004,2019,W38,39,EMP234,23,11385,261855,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_005,2,843,1686
PROD_005,2019,W38,39,EMP234,13,13995,181935,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_005,2,843,1686
PROD_006,2019,W38,39,EMP234,24,4575,109800,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_005,2,843,1686
PROD_007,2019,W38,39,EMP234,17,22987,390779,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_005,2,843,1686
PROD_008,2019,W38,39,EMP234,14,11589,162246,10,2019Q3,2019-09-22,2019-09-28,C13,NW,John Deere,Jane,Bachmann,ESP_005,2,843,1686
PROD_001,2019,W38,39,EMP234,38,12449,473062,10,2019Q3,2019-09-22,2019-09-28,C13,NW,John Deere,Jane,Bachmann,ESP_006,7,372,2604
PROD_002,2019,W38,39,EMP234,33,14786,487938,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Cat,Jane,Bachmann,ESP_006,7,372,2604
PROD_003,2019,W38,39,EMP234,24,14999,359976,10,2019Q3,2019-09-22,2019-09-28,C13,NW,John Deere,Jane,Bachmann,ESP_006,7,372,2604
PROD_004,2019,W38,39,EMP234,23,11385,261855,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_006,7,372,2604
PROD_005,2019,W38,39,EMP234,13,13995,181935,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_006,7,372,2604
PROD_006,2019,W38,39,EMP234,24,4575,109800,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_006,7,372,2604
PROD_007,2019,W38,39,EMP234,17,22987,390779,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_006,7,372,2604
PROD_008,2019,W38,39,EMP234,14,11589,162246,10,2019Q3,2019-09-22,2019-09-28,C13,NW,John Deere,Jane,Bachmann,ESP_006,7,372,2604
PROD_001,2019,W38,39,EMP234,38,12449,473062,10,2019Q3,2019-09-22,2019-09-28,C13,NW,John Deere,Jane,Bachmann,ESP_007,2,1027,2054
PROD_002,2019,W38,39,EMP234,33,14786,487938,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Cat,Jane,Bachmann,ESP_007,2,1027,2054
PROD_003,2019,W38,39,EMP234,24,14999,359976,10,2019Q3,2019-09-22,2019-09-28,C13,NW,John Deere,Jane,Bachmann,ESP_007,2,1027,2054
PROD_004,2019,W38,39,EMP234,23,11385,261855,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_007,2,1027,2054
PROD_005,2019,W38,39,EMP234,13,13995,181935,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_007,2,1027,2054
PROD_006,2019,W38,39,EMP234,24,4575,109800,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_007,2,1027,2054
PROD_007,2019,W38,39,EMP234,17,22987,390779,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_007,2,1027,2054
PROD_008,2019,W38,39,EMP234,14,11589,162246,10,2019Q3,2019-09-22,2019-09-28,C13,NW,John Deere,Jane,Bachmann,ESP_007,2,1027,2054
PROD_001,2019,W38,39,EMP234,38,12449,473062,10,2019Q3,2019-09-22,2019-09-28,C13,NW,John Deere,Jane,Bachmann,ESP_008,2,843,1686
PROD_002,2019,W38,39,EMP234,33,14786,487938,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Cat,Jane,Bachmann,ESP_008,2,843,1686
PROD_003,2019,W38,39,EMP234,24,14999,359976,10,2019Q3,2019-09-22,2019-09-28,C13,NW,John Deere,Jane,Bachmann,ESP_008,2,843,1686
PROD_004,2019,W38,39,EMP234,23,11385,261855,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_008,2,843,1686
PROD_005,2019,W38,39,EMP234,13,13995,181935,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_008,2,843,1686
PROD_006,2019,W38,39,EMP234,24,4575,109800,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_008,2,843,1686
PROD_007,2019,W38,39,EMP234,17,22987,390779,10,2019Q3,2019-09-22,2019-09-28,C13,NW,Bobcat,Jane,Bachmann,ESP_008,2,843,1686
PROD_008,2019,W38,39,EMP234,14,11589,162246,10,2019Q3,2019-09-22,2019-09-28,C13,NW,John Deere,Jane,Bachmann,ESP_008,2,843,1686
PROD_001,2019,W38,39,EMP244,36,12449,448164,10,2019Q3,2019-09-22,2019-09-28,C12,NW,John Deere,Gina,Evans,ESP_001,10,843,8430
PROD_002,2019,W38,39,EMP244,41,14786,606226,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Cat,Gina,Evans,ESP_001,10,843,8430
PROD_003,2019,W38,39,EMP244,23,14999,344977,10,2019Q3,2019-09-22,2019-09-28,C12,NW,John Deere,Gina,Evans,ESP_001,10,843,8430
PROD_004,2019,W38,39,EMP244,36,11385,409860,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_001,10,843,8430
PROD_005,2019,W38,39,EMP244,31,13995,433845,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_001,10,843,8430
PROD_006,2019,W38,39,EMP244,25,4575,114375,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_001,10,843,8430
PROD_007,2019,W38,39,EMP244,27,22987,620649,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_001,10,843,8430
PROD_008,2019,W38,39,EMP244,16,11589,185424,10,2019Q3,2019-09-22,2019-09-28,C12,NW,John Deere,Gina,Evans,ESP_001,10,843,8430
PROD_001,2019,W38,39,EMP244,36,12449,448164,10,2019Q3,2019-09-22,2019-09-28,C12,NW,John Deere,Gina,Evans,ESP_002,8,843,6744
PROD_002,2019,W38,39,EMP244,41,14786,606226,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Cat,Gina,Evans,ESP_002,8,843,6744
PROD_003,2019,W38,39,EMP244,23,14999,344977,10,2019Q3,2019-09-22,2019-09-28,C12,NW,John Deere,Gina,Evans,ESP_002,8,843,6744
PROD_004,2019,W38,39,EMP244,36,11385,409860,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_002,8,843,6744
PROD_005,2019,W38,39,EMP244,31,13995,433845,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_002,8,843,6744
PROD_006,2019,W38,39,EMP244,25,4575,114375,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_002,8,843,6744
PROD_007,2019,W38,39,EMP244,27,22987,620649,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_002,8,843,6744
PROD_008,2019,W38,39,EMP244,16,11589,185424,10,2019Q3,2019-09-22,2019-09-28,C12,NW,John Deere,Gina,Evans,ESP_002,8,843,6744
PROD_001,2019,W38,39,EMP244,36,12449,448164,10,2019Q3,2019-09-22,2019-09-28,C12,NW,John Deere,Gina,Evans,ESP_003,4,978,3912
PROD_002,2019,W38,39,EMP244,41,14786,606226,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Cat,Gina,Evans,ESP_003,4,978,3912
PROD_003,2019,W38,39,EMP244,23,14999,344977,10,2019Q3,2019-09-22,2019-09-28,C12,NW,John Deere,Gina,Evans,ESP_003,4,978,3912
PROD_004,2019,W38,39,EMP244,36,11385,409860,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_003,4,978,3912
PROD_005,2019,W38,39,EMP244,31,13995,433845,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_003,4,978,3912
PROD_006,2019,W38,39,EMP244,25,4575,114375,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_003,4,978,3912
PROD_007,2019,W38,39,EMP244,27,22987,620649,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_003,4,978,3912
PROD_008,2019,W38,39,EMP244,16,11589,185424,10,2019Q3,2019-09-22,2019-09-28,C12,NW,John Deere,Gina,Evans,ESP_003,4,978,3912
PROD_001,2019,W38,39,EMP244,36,12449,448164,10,2019Q3,2019-09-22,2019-09-28,C12,NW,John Deere,Gina,Evans,ESP_004,7,843,5901
PROD_002,2019,W38,39,EMP244,41,14786,606226,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Cat,Gina,Evans,ESP_004,7,843,5901
PROD_003,2019,W38,39,EMP244,23,14999,344977,10,2019Q3,2019-09-22,2019-09-28,C12,NW,John Deere,Gina,Evans,ESP_004,7,843,5901
PROD_004,2019,W38,39,EMP244,36,11385,409860,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_004,7,843,5901
PROD_005,2019,W38,39,EMP244,31,13995,433845,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_004,7,843,5901
PROD_006,2019,W38,39,EMP244,25,4575,114375,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_004,7,843,5901
PROD_007,2019,W38,39,EMP244,27,22987,620649,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_004,7,843,5901
PROD_008,2019,W38,39,EMP244,16,11589,185424,10,2019Q3,2019-09-22,2019-09-28,C12,NW,John Deere,Gina,Evans,ESP_004,7,843,5901
PROD_001,2019,W38,39,EMP244,36,12449,448164,10,2019Q3,2019-09-22,2019-09-28,C12,NW,John Deere,Gina,Evans,ESP_005,8,843,6744
PROD_002,2019,W38,39,EMP244,41,14786,606226,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Cat,Gina,Evans,ESP_005,8,843,6744
PROD_003,2019,W38,39,EMP244,23,14999,344977,10,2019Q3,2019-09-22,2019-09-28,C12,NW,John Deere,Gina,Evans,ESP_005,8,843,6744
PROD_004,2019,W38,39,EMP244,36,11385,409860,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_005,8,843,6744
PROD_005,2019,W38,39,EMP244,31,13995,433845,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_005,8,843,6744
PROD_006,2019,W38,39,EMP244,25,4575,114375,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_005,8,843,6744
PROD_007,2019,W38,39,EMP244,27,22987,620649,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_005,8,843,6744
PROD_008,2019,W38,39,EMP244,16,11589,185424,10,2019Q3,2019-09-22,2019-09-28,C12,NW,John Deere,Gina,Evans,ESP_005,8,843,6744
PROD_001,2019,W38,39,EMP244,36,12449,448164,10,2019Q3,2019-09-22,2019-09-28,C12,NW,John Deere,Gina,Evans,ESP_006,10,372,3720
PROD_002,2019,W38,39,EMP244,41,14786,606226,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Cat,Gina,Evans,ESP_006,10,372,3720
PROD_003,2019,W38,39,EMP244,23,14999,344977,10,2019Q3,2019-09-22,2019-09-28,C12,NW,John Deere,Gina,Evans,ESP_006,10,372,3720
PROD_004,2019,W38,39,EMP244,36,11385,409860,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_006,10,372,3720
PROD_005,2019,W38,39,EMP244,31,13995,433845,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_006,10,372,3720
PROD_006,2019,W38,39,EMP244,25,4575,114375,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_006,10,372,3720
PROD_007,2019,W38,39,EMP244,27,22987,620649,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_006,10,372,3720
PROD_008,2019,W38,39,EMP244,16,11589,185424,10,2019Q3,2019-09-22,2019-09-28,C12,NW,John Deere,Gina,Evans,ESP_006,10,372,3720
PROD_001,2019,W38,39,EMP244,36,12449,448164,10,2019Q3,2019-09-22,2019-09-28,C12,NW,John Deere,Gina,Evans,ESP_007,5,1027,5135
PROD_002,2019,W38,39,EMP244,41,14786,606226,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Cat,Gina,Evans,ESP_007,5,1027,5135
PROD_003,2019,W38,39,EMP244,23,14999,344977,10,2019Q3,2019-09-22,2019-09-28,C12,NW,John Deere,Gina,Evans,ESP_007,5,1027,5135
PROD_004,2019,W38,39,EMP244,36,11385,409860,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_007,5,1027,5135
PROD_005,2019,W38,39,EMP244,31,13995,433845,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_007,5,1027,5135
PROD_006,2019,W38,39,EMP244,25,4575,114375,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_007,5,1027,5135
PROD_007,2019,W38,39,EMP244,27,22987,620649,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_007,5,1027,5135
PROD_008,2019,W38,39,EMP244,16,11589,185424,10,2019Q3,2019-09-22,2019-09-28,C12,NW,John Deere,Gina,Evans,ESP_007,5,1027,5135
PROD_001,2019,W38,39,EMP244,36,12449,448164,10,2019Q3,2019-09-22,2019-09-28,C12,NW,John Deere,Gina,Evans,ESP_008,3,843,2529
PROD_002,2019,W38,39,EMP244,41,14786,606226,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Cat,Gina,Evans,ESP_008,3,843,2529
PROD_003,2019,W38,39,EMP244,23,14999,344977,10,2019Q3,2019-09-22,2019-09-28,C12,NW,John Deere,Gina,Evans,ESP_008,3,843,2529
PROD_004,2019,W38,39,EMP244,36,11385,409860,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_008,3,843,2529
PROD_005,2019,W38,39,EMP244,31,13995,433845,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_008,3,843,2529
PROD_006,2019,W38,39,EMP244,25,4575,114375,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_008,3,843,2529
PROD_007,2019,W38,39,EMP244,27,22987,620649,10,2019Q3,2019-09-22,2019-09-28,C12,NW,Bobcat,Gina,Evans,ESP_008,3,843,2529
PROD_008,2019,W38,39,EMP244,16,11589,185424,10,2019Q3,2019-09-22,2019-09-28,C12,NW,John Deere,Gina,Evans,ESP_008,3,843,2529
PROD_001,2019,W38,39,EMP256,30,12449,373470,10,2019Q3,2019-09-22,2019-09-28,C11,NW,John Deere,Harry,Lawson,ESP_001,4,843,3372
PROD_002,2019,W38,39,EMP256,11,14786,162646,10,2019Q3,2019-09-22,2019-09-28,C11,NW,Cat,Harry,Lawson,ESP_001,4,843,3372
PROD_003,2019,W38,39,EMP256,13,14999,194987,10,2019Q3,2019-09-22,2019-09-28,C11,NW,John Deere,Harry,Lawson,ESP_001,4,843,3372
PROD_004,2019,W38,39,EMP256,18,11385,204930,10,2019Q3,2019-09-22,2019-09-28,C11,NW,Bobcat,Harry,Lawson,ESP_001,4,843,3372
PROD_005,2019,W38,39,EMP256,15,13995,209925,10,2019Q3,2019-09-22,2019-09-28,C11,NW,Bobcat,Harry,Lawson,ESP_001,4,843,3372
PROD_006,2019,W38,39,EMP256,15,4575,68625,10,2019Q3,2019-09-22,2019-09-28,C11,NW,Bobcat,Harry,Lawson,ESP_001,4,843,3372
PROD_007,2019,W38,39,EMP256,10,22987,229870,10,2019Q3,2019-09-22,2019-09-28,C11,NW,Bobcat,Harry,Lawson,ESP_001,4,843,3372
PROD_008,2019,W38,39,EMP256,9,11589,104301,10,2019Q3,2019-09-22,2019-09-28,C11,NW,John Deere,Harry,Lawson,ESP_001,4,843,3372
PROD_001,2019,W38,39,EMP256,30,12449,373470,10,2019Q3,2019-09-22,2019-09-28,C11,NW,John Deere,Harry,Lawson,ESP_002,1,843,843
PROD_002,2019,W38,39,EMP256,11,14786,162646,10,2019Q3,2019-09-22,2019-09-28,C11,NW,Cat,Harry,Lawson,ESP_002,1,843,843
PROD_003,2019,W38,39,EMP256,13,14999,194987,10,2019Q3,2019-09-22,2019-09-28,C11,NW,John Deere,Harry,Lawson,ESP_002,1,843,843
PROD_004,2019,W38,39,EMP256,18,11385,204930,10,2019Q3,2019-09-22,2019-09-28,C11,NW,Bobcat,Harry,Lawson,ESP_002,1,843,843
PROD_005,2019,W38,39,EMP256,15,13995,209925,10,2019Q3,2019-09-22,2019-09-28,C11,NW,Bobcat,Harry,Lawson,ESP_002,1,843,843
PROD_006,2019,W38,39,EMP256,15,4575,68625,10,2019Q3,2019-09-22,2019-09-28,C11,NW,Bobcat,Harry,Lawson,ESP_002,1,843,843
PROD_007,2019,W38,39,EMP256,10,22987,229870,10,2019Q3,2019-09-22,2019-09-28,C11,NW,Bobcat,Harry,Lawson,ESP_002,1,843,843
PROD_008,2019,W38,39,EMP256,9,11589,104301,10,2019Q3,2019-09-22,2019-09-28,C11,NW,John Deere,Harry,Lawson,ESP_002,1,843,843
PROD_001,2019,W38,39,EMP256,30,12449,373470,10,2019Q3,2019-09-22,2019-09-28,C11,NW,John Deere,Harry,Lawson,ESP_003,2,978,1956
PROD_002,2019,W38,39,EMP256,11,14786,162646,10,2019Q3,2019-09-22,2019-09-28,C11,NW,Cat,Harry,Lawson,ESP_003,2,978,1956
PROD_003,2019,W38,39,EMP256,13,14999,194987,10,2019Q3,2019-09-22,2019-09-28,C11,NW,John Deere,Harry,Lawson,ESP_003,2,978,1956
PROD_004,2019,W38,39,EMP256,18,11385,204930,10,2019Q3,2019-09-22,2019-09-28,C11,NW,Bobcat,Harry,Lawson,ESP_003,2,978,1956
PROD_005,2019,W38,39,EMP256,15,13995,209925,10,2019Q3,2019-09-22,2019-09-28,C11,NW,Bobcat,Harry,Lawson,ESP_003,2,978,1956
PROD_006,2019,W38,39,EMP256,15,4575,68625,10,2019Q3,2019-09-22,2019-09-28,C11,NW,Bobcat,Harry,Lawson,ESP_003,2,978,1956
PROD_007,2019,W38,39,EMP256,10,22987,229870,10,2019Q3,2019-09-22,2019-09-28,C11,NW,Bobcat,Harry,Lawson,ESP_003,2,978,1956
PROD_008,2019,W38,39,EMP256,9,11589,104301,10,2019Q3,2019-09-22,2019-09-28,C11,NW,John Deere,Harry,Lawson,ESP_003,2,978,1956
PROD_001,2019,W38,39,EMP256,30,12449,373470,10,2019Q3,2019-09-22,2019-09-28,C11,NW,John Deere,Harry,Lawson,ESP_004,3,843,2529
PROD_002,2019,W38,39,EMP256,11,14786,162646,10,2019Q3,2019-09-22,2019-09-28,C11,NW,Cat,Harry,Lawson,ESP_004,3,843,2529
PROD_003,2019,W38,39,EMP256,13,14999,194987,10,2019Q3,2019-09-22,2019-09-28,C11,NW,John Deere,Harry,Lawson,ESP_004,3,843,2529
PROD_004,2019,W38,39,EMP256,18,11385,204930,10,2019Q3,2019-09-22,2019-09-28,C11,NW,Bobcat,Harry,Lawson,ESP_004,3,843,2529
PROD_005,2019,W38,39,EMP256,15,13995,209925,10,2019Q3,2019-09-22,2019-09-28,C11,NW,Bobcat,Harry,Lawson,ESP_004,3,843,2529
PROD_006,2019,W38,39,EMP256,15,4575,68625,10,2019Q3,2019-09-22,2019-09-28,C11,NW,Bobcat,Harry,Lawson,ESP_004,3,843,2529
PROD_007,2019,W38,39,EMP256,10,22987,229870,10,2019Q3,2019-09-22,2019-09-28,C11,NW,Bobcat,Harry,Lawson,ESP_004,3,843,2529
PROD_008,2019,W38,39,EMP256,9,11589,104301,10,2019Q3,2019-09-22,2019-09-28,C11,NW,John Deere,Harry,Lawson,ESP_004,3,843,2529
